2012,1,1,0,17,12,9661,100,60,8,-9999,20,010010-99999
2012,1,1,1,14,9,9654,100,50,-9999,-9999,-9999,010010-99999
2012,1,1,2,16,11,9645,90,50,-9999,-9999,-9999,010010-99999
2012,1,1,3,20,15,9636,80,50,-9999,-9999,-9999,010010-99999
2012,1,1,4,20,15,9626,70,40,-9999,-9999,-9999,010010-99999
2012,1,1,5,19,14,9617,100,50,-9999,-9999,-9999,010010-99999
2012,1,1,6,15,10,9609,110,30,8,-9999,-9999,010010-99999
2012,1,1,7,6,1,9605,190,20,-9999,-9999,-9999,010010-99999
2012,1,1,8,3,-1,9608,200,40,-9999,-9999,-9999,010010-99999
2012,1,1,9,5,1,9616,190,50,8,-9999,-9999,010010-99999
2012,1,1,10,7,4,9624,180,50,-9999,-9999,-9999,010010-99999
2012,1,1,11,13,5,9633,190,80,-9999,-9999,-9999,010010-99999
2012,1,1,12,13,3,9640,170,100,8,-9999,51,010010-99999
2012,1,1,13,13,-1,9646,180,100,-9999,-9999,-9999,010010-99999
2012,1,1,14,14,3,9651,160,80,-9999,-9999,-9999,010010-99999
2012,1,1,15,13,4,9654,160,60,8,-9999,-9999,010010-99999
2012,1,1,16,13,7,9654,130,50,-9999,-9999,-9999,010010-99999
2012,1,1,17,13,7,9652,130,60,-9999,-9999,-9999,010010-99999
2012,1,1,18,13,7,9651,110,30,8,-9999,-9999,010010-99999
2012,1,1,19,12,6,9652,50,10,-9999,-9999,-9999,010010-99999
2012,1,1,20,12,6,9656,90,30,-9999,-9999,-9999,010010-99999
2012,1,1,21,12,6,9661,170,20,-9999,-9999,-9999,010010-99999
2012,1,1,22,7,2,9670,190,30,-9999,-9999,-9999,010010-99999
2012,1,1,23,6,2,9681,100,20,-9999,-9999,-9999,010010-99999
2012,1,2,0,2,-3,9697,200,80,7,-9999,0,010010-99999
2012,1,2,1,0,-10,9710,190,70,-9999,-9999,-9999,010010-99999
2012,1,2,2,-1,-10,9721,180,60,-9999,-9999,-9999,010010-99999
2012,1,2,3,0,-6,9730,170,40,-9999,-9999,-9999,010010-99999
2012,1,2,4,4,-3,9738,160,50,-9999,-9999,-9999,010010-99999
2012,1,2,5,4,-2,9745,110,60,-9999,-9999,-9999,010010-99999
2012,1,2,6,7,1,9750,110,60,8,-9999,-9999,010010-99999
2012,1,2,7,10,3,9754,90,30,-9999,-9999,-9999,010010-99999
2012,1,2,8,17,7,9757,80,60,-9999,-9999,-9999,010010-99999
2012,1,2,9,19,8,9758,70,50,7,-9999,-9999,010010-99999
