2012,1,1,14,60,50,-9999,200,31,7,-9999,-9999,010014-99999
2012,1,1,15,70,60,-9999,210,57,7,-9999,-9999,010014-99999
2012,1,1,16,70,60,-9999,200,51,7,-9999,-9999,010014-99999
2012,1,1,17,60,50,-9999,170,57,7,-9999,-9999,010014-99999
2012,1,1,18,70,50,-9999,190,51,7,-9999,-9999,010014-99999
2012,1,2,5,50,40,-9999,180,46,7,-9999,-9999,010014-99999
2012,1,2,6,50,40,-9999,160,41,7,-9999,-9999,010014-99999
2012,1,2,7,40,30,-9999,140,46,7,-9999,-9999,010014-99999
2012,1,2,8,40,30,-9999,-9999,15,7,-9999,-9999,010014-99999
2012,1,2,9,40,30,-9999,200,31,7,-9999,-9999,010014-99999
2012,1,2,10,40,20,-9999,210,51,7,-9999,-9999,010014-99999
2012,1,2,11,40,20,-9999,220,31,4,-9999,-9999,010014-99999
2012,1,2,12,40,20,-9999,240,31,7,-9999,-9999,010014-99999
2012,1,2,13,30,20,-9999,190,51,7,-9999,-9999,010014-99999
2012,1,2,14,40,-9999,-9999,230,41,7,-9999,-9999,010014-99999
2012,1,2,15,40,-9999,-9999,220,41,4,-9999,-9999,010014-99999
2012,1,2,16,50,-9999,-9999,210,46,4,-9999,-9999,010014-99999
2012,1,2,17,40,-9999,-9999,220,31,4,-9999,-9999,010014-99999
2012,1,2,18,40,-9999,-9999,180,41,4,-9999,-9999,010014-99999
2012,1,3,5,50,-9999,-9999,200,62,4,-9999,-9999,010014-99999
2012,1,3,6,40,-9999,-9999,200,72,7,-9999,-9999,010014-99999
2012,1,3,7,40,-9999,-9999,180,62,4,-9999,-9999,010014-99999
2012,1,3,8,50,-9999,-9999,140,72,7,-9999,-9999,010014-99999
2012,1,3,9,50,-9999,-9999,140,93,7,-9999,-9999,010014-99999
2012,1,3,10,50,-9999,-9999,140,113,7,-9999,-9999,010014-99999
2012,1,3,11,50,-9999,-9999,120,87,7,-9999,-9999,010014-99999
2012,1,3,12,40,-9999,-9999,110,93,7,-9999,-9999,010014-99999
2012,1,3,13,30,-9999,-9999,110,93,7,-9999,-9999,010014-99999
2012,1,3,14,40,-9999,-9999,120,129,7,-9999,-9999,010014-99999
2012,1,3,15,40,-9999,-9999,120,103,7,-9999,-9999,010014-99999
2012,1,3,16,40,-9999,-9999,120,113,7,-9999,-9999,010014-99999
2012,1,3,17,40,-9999,-9999,120,108,7,-9999,-9999,010014-99999
2012,1,3,18,30,-9999,-9999,110,118,7,-9999,-9999,010014-99999
2012,1,3,19,40,-9999,-9999,100,57,7,-9999,-9999,010014-99999
2012,1,4,7,50,-9999,-9999,310,129,4,-9999,-9999,010014-99999
2012,1,4,8,40,-9999,-9999,-9999,-9999,6,-9999,-9999,010014-99999
2012,1,4,9,30,-9999,-9999,310,108,4,-9999,-9999,010014-99999
2012,1,4,10,40,-9999,-9999,310,72,4,-9999,-9999,010014-99999
2012,1,4,11,50,-9999,-9999,300,77,4,-9999,-9999,010014-99999
2012,1,4,12,30,-9999,-9999,290,51,4,-9999,-9999,010014-99999
2012,1,4,13,30,10,-9999,300,46,2,-9999,-9999,010014-99999
2012,1,4,14,40,10,-9999,300,46,4,-9999,-9999,010014-99999
2012,1,4,15,20,10,-9999,310,103,7,-9999,-9999,010014-99999
2012,1,4,16,30,10,-9999,300,31,4,-9999,-9999,010014-99999
2012,1,4,17,40,10,-9999,-9999,21,2,-9999,-9999,010014-99999
2012,1,4,18,20,10,-9999,160,15,4,-9999,-9999,010014-99999
2012,1,5,6,10,0,-9999,350,36,7,-9999,-9999,010014-99999
2012,1,5,7,10,0,-9999,360,67,7,-9999,-9999,010014-99999
2012,1,5,8,10,-10,-9999,10,51,7,-9999,-9999,010014-99999
2012,1,5,9,10,-10,-9999,360,51,4,-9999,-9999,010014-99999
2012,1,5,10,20,-10,-9999,350,82,4,-9999,-9999,010014-99999
2012,1,5,11,20,-10,-9999,360,67,2,-9999,-9999,010014-99999
2012,1,5,12,30,0,-9999,350,41,2,-9999,-9999,010014-99999
2012,1,5,13,20,0,-9999,30,15,2,-9999,-9999,010014-99999
2012,1,5,14,20,-10,-9999,-9999,10,7,-9999,-9999,010014-99999
2012,1,5,15,20,0,-9999,-9999,10,7,-9999,-9999,010014-99999
2012,1,5,16,20,0,-9999,50,31,7,-9999,-9999,010014-99999
2012,1,5,17,20,0,-9999,30,15,4,-9999,-9999,010014-99999
2012,1,6,9,20,10,-9999,310,15,4,-9999,-9999,010014-99999
2012,1,6,10,20,10,-9999,-9999,10,7,-9999,-9999,010014-99999
2012,1,6,11,30,20,-9999,170,15,4,-9999,-9999,010014-99999
2012,1,6,12,30,20,-9999,-9999,15,7,-9999,-9999,010014-99999
2012,1,6,13,30,30,-9999,320,41,4,-9999,-9999,010014-99999
2012,1,6,14,30,20,-9999,290,31,4,-9999,-9999,010014-99999
2012,1,6,15,30,30,-9999,310,46,7,-9999,-9999,010014-99999
2012,1,8,13,30,20,-9999,20,26,4,-9999,-9999,010014-99999
2012,1,8,14,30,10,-9999,20,21,4,-9999,-9999,010014-99999
2012,1,8,15,20,10,-9999,110,26,4,-9999,-9999,010014-99999
2012,1,8,16,20,10,-9999,110,31,7,-9999,-9999,010014-99999
2012,1,8,17,20,0,-9999,120,36,2,-9999,-9999,010014-99999
2012,1,8,18,20,10,-9999,120,41,4,-9999,-9999,010014-99999
2012,1,9,5,10,0,-9999,130,82,7,-9999,-9999,010014-99999
2012,1,9,6,20,10,-9999,150,82,7,-9999,-9999,010014-99999
2012,1,9,7,20,10,-9999,150,103,7,-9999,-9999,010014-99999
2012,1,9,8,20,10,-9999,160,67,7,-9999,-9999,010014-99999
2012,1,9,9,30,20,-9999,150,77,7,-9999,-9999,010014-99999
2012,1,9,10,30,20,-9999,170,93,7,-9999,-9999,010014-99999
2012,1,9,11,40,30,-9999,180,72,7,-9999,-9999,010014-99999
2012,1,9,12,50,40,-9999,230,31,7,-9999,-9999,010014-99999
2012,1,9,13,50,50,-9999,-9999,5,7,-9999,-9999,010014-99999
2012,1,9,14,50,50,-9999,320,21,7,-9999,-9999,010014-99999
2012,1,9,15,40,30,-9999,290,72,4,-9999,-9999,010014-99999
2012,1,9,17,50,30,-9999,340,46,7,-9999,-9999,010014-99999
2012,1,9,18,50,30,-9999,340,46,4,-9999,-9999,010014-99999
2012,1,10,5,50,30,-9999,230,51,7,-9999,-9999,010014-99999
2012,1,10,6,50,30,-9999,-9999,-9999,8,-9999,-9999,010014-99999
2012,1,10,7,50,40,-9999,200,51,7,-9999,-9999,010014-99999
2012,1,10,8,50,50,-9999,210,46,7,-9999,-9999,010014-99999
2012,1,10,9,60,50,-9999,200,62,7,-9999,-9999,010014-99999
2012,1,10,10,70,60,-9999,240,62,7,-9999,-9999,010014-99999
2012,1,10,11,70,60,-9999,250,72,7,-9999,-9999,010014-99999
2012,1,10,12,70,60,-9999,260,67,7,-9999,-9999,010014-99999
2012,1,10,13,70,70,-9999,240,51,7,-9999,-9999,010014-99999
2012,1,10,14,70,70,-9999,250,41,7,-9999,-9999,010014-99999
2012,1,10,15,70,70,-9999,240,46,7,-9999,-9999,010014-99999
2012,1,10,16,70,70,-9999,230,51,7,-9999,-9999,010014-99999
2012,1,10,17,70,70,-9999,240,57,7,-9999,-9999,010014-99999
2012,1,10,18,70,70,-9999,230,57,7,-9999,-9999,010014-99999
2012,1,11,5,40,30,-9999,300,51,4,-9999,-9999,010014-99999
