2014,1,4,17,70,50,-9999,160,51,-9999,-9999,-9999,010014-99999
2014,1,4,18,70,50,-9999,160,51,-9999,-9999,-9999,010014-99999
2014,1,4,19,60,40,-9999,150,51,-9999,-9999,-9999,010014-99999
2014,1,4,20,60,30,-9999,130,62,-9999,-9999,-9999,010014-99999
2014,1,4,21,70,20,-9999,140,46,-9999,-9999,-9999,010014-99999
2014,1,5,9,80,20,-9999,140,57,-9999,-9999,-9999,010014-99999
2014,1,5,10,90,20,-9999,150,62,-9999,-9999,-9999,010014-99999
2014,1,5,11,80,20,-9999,150,72,-9999,-9999,-9999,010014-99999
2014,1,5,12,70,40,-9999,160,57,-9999,-9999,-9999,010014-99999
2014,1,5,13,60,40,-9999,160,57,-9999,-9999,-9999,010014-99999
2014,1,6,4,70,-20,-9999,140,88,-9999,-9999,-9999,010014-99999
2014,1,6,5,60,-10,-9999,140,144,-9999,-9999,-9999,010014-99999
2014,1,6,6,40,20,-9999,120,103,-9999,-9999,-9999,010014-99999
2014,1,6,7,50,30,-9999,120,88,-9999,-9999,-9999,010014-99999
2014,1,6,8,60,30,-9999,130,82,-9999,-9999,-9999,010014-99999
2014,1,6,9,50,30,-9999,120,72,-9999,-9999,-9999,010014-99999
2014,1,6,10,50,30,-9999,130,93,-9999,-9999,-9999,010014-99999
2014,1,6,11,50,40,-9999,130,77,-9999,-9999,-9999,010014-99999
2014,1,6,12,60,40,-9999,140,88,-9999,-9999,-9999,010014-99999
2014,1,6,13,70,50,-9999,140,77,-9999,-9999,-9999,010014-99999
2014,1,6,14,70,60,-9999,150,82,-9999,-9999,-9999,010014-99999
2014,1,6,15,80,60,-9999,150,67,-9999,-9999,-9999,010014-99999
2014,1,6,16,80,60,-9999,150,67,-9999,-9999,-9999,010014-99999
2014,1,6,17,80,60,-9999,160,67,-9999,-9999,-9999,010014-99999
2014,1,6,18,80,50,-9999,160,77,-9999,-9999,-9999,010014-99999
2014,1,7,5,80,70,-9999,180,82,-9999,-9999,-9999,010014-99999
2014,1,7,6,80,60,-9999,170,88,-9999,-9999,-9999,010014-99999
2014,1,7,7,80,70,-9999,180,82,-9999,-9999,-9999,010014-99999
2014,1,7,8,80,70,-9999,200,88,-9999,-9999,-9999,010014-99999
2014,1,7,9,80,70,-9999,190,67,-9999,-9999,-9999,010014-99999
2014,1,7,10,80,70,-9999,190,67,-9999,-9999,-9999,010014-99999
2014,1,7,12,80,60,-9999,200,98,-9999,-9999,-9999,010014-99999
2014,1,7,13,80,60,-9999,190,93,-9999,-9999,-9999,010014-99999
2014,1,7,15,80,60,-9999,200,72,-9999,-9999,-9999,010014-99999
2014,1,7,16,80,60,-9999,200,93,-9999,-9999,-9999,010014-99999
